stars,title,body,date,version
5,"","good app using app super",2026-05-19,18.9.0
5,"","good",2026-05-19,18.9.0
2,"","i have not interested",2026-05-19,18.9.0
1,"","not good",2026-05-19,18.9.0
5,"","good",2026-05-19,18.9.0
5,"","super",2026-05-19,18.9.0
5,"","Nice 👍",2026-05-19,18.8.1
5,"","easy to use",2026-05-19,18.5.0
5,"","good",2026-05-19,18.9.0
5,"","very nice and fantastic apps for investment in stock market",2026-05-19,18.9.0
5,"","good",2026-05-19,18.7.1
5,"","good",2026-05-19,18.9.0
5,"","good",2026-05-19,18.9.0
5,"","very nice.",2026-05-19,18.9.0
5,"","very very nice",2026-05-19,18.9.0
1,"","taking so much hidden charge on delivery and intraday trading #worstapp",2026-05-19,Unknown
1,"","very high brokerage charges... my advice is don't waste your valuable money, time & don't spoil your mental health too.",2026-05-19,18.9.0
5,"","good",2026-05-19,18.9.0
5,"","out standing",2026-05-19,18.9.0
5,"","it's awesome",2026-05-19,18.9.0
5,"","nice app",2026-05-19,18.9.0
5,"","very good",2026-05-19,18.9.0
5,"","good",2026-05-19,18.8.1
1,"","worst app... peak time, application got hang, so much glitches, working not on time if i hv to exit on this moment it will execute after long time. need to improve app, i am going to uninstall it after all withdrawal 😡",2026-05-19,16.73
5,"","Definitely depends on self interest... However.. for me it's interesting n helpful",2026-05-19,18.8.1
5,"","good",2026-05-19,18.9.0
4,"","ok ok",2026-05-19,18.9.0
1,"","good",2026-05-19,18.9.0
5,"","gud",2026-05-19,18.9.0
5,"","service top class",2026-05-19,18.9.0
1,"","It's not good as a financial",2026-05-19,18.9.0
5,"","good 👍",2026-05-19,17.31
5,"","good work 👍",2026-05-19,18.9.0
5,"","Good 👍",2026-05-19,18.9.0
5,"","dear friends build your trust on this plateform you will never regret start from small test and see 🤩 I recommend you in the groww app family",2026-05-19,18.9.0
5,"","welcome to Groww",2026-05-19,18.8.1
5,"","best trading application ever!",2026-05-19,18.9.0
5,"","so far, so good",2026-05-19,18.9.0
5,"","Koe nahi hai takker me",2026-05-19,18.9.0
5,"","easy to operate, clear instructions given end of the day.",2026-05-19,18.9.0
5,"","sheres rs dobul",2026-05-19,18.7.1
5,"","just starred a week back .quite excited",2026-05-19,18.9.0
5,"","nice👍",2026-05-19,18.9.0
5,"","Best app to learn mutual fund and stock market",2026-05-19,18.9.0
5,"","good palace",2026-05-19,18.6.1
5,"","It is very easy to use, and all matters are clear and transparent, leaving us with no significant risk of fraud or loss.",2026-05-19,18.9.0
5,"","nice",2026-05-19,18.9.0
4,"","grow make really grow",2026-05-19,16.64
5,"","still good",2026-05-19,18.8.1
5,"","nice",2026-05-19,18.9.0
5,"","💰",2026-05-19,18.9.0
5,"","excellent trading app ...but trading taxes is little bit high",2026-05-19,18.9.0
5,"","good",2026-05-19,18.7.0
5,"","awesome",2026-05-19,18.9.0
5,"","good",2026-05-19,18.9.0
4,"","watch list option should be added",2026-05-19,18.9.0
5,"","good",2026-05-19,18.9.0
5,"","Full Marks 100/100 💯",2026-05-19,18.8.1
5,"","best app",2026-05-19,18.9.0
5,"","nice",2026-05-19,18.9.0
5,"","best",2026-05-19,18.9.0
5,"","good 👍",2026-05-19,18.8.1
5,"","good platform",2026-05-19,18.9.0
5,"","Good",2026-05-19,18.9.0
5,"","very good 💯",2026-05-19,Unknown
5,"","good app",2026-05-19,18.8.1
5,"","nice",2026-05-19,18.9.0
5,"","Everything is the best.",2026-05-19,18.9.0
5,"","very nice analysis application",2026-05-19,18.1.1
5,"","very useful 👌",2026-05-19,18.9.0
5,"","this is real app",2026-05-19,18.8.1
5,"","good job",2026-05-19,18.6.1
5,"","good",2026-05-19,18.7.1
5,"","good",2026-05-19,18.8.1
5,"","best",2026-05-19,18.9.0
4,"","👍",2026-05-19,18.9.0
5,"","I would like to thank groww app because the app everything provide for the customer satisfaction and one more thing the group credit app is also good for the instant personal loan anytime anything you need just do it for grow credit",2026-05-19,16.70
5,"","best app for stock market, bonds, trading and sip broker charge is high but provided facility outstanding.",2026-05-19,18.8.1
5,"","good",2026-05-19,18.9.0
5,"","Exilent",2026-05-19,18.9.0
5,"","nice",2026-05-19,18.9.0
5,"","nice working app",2026-05-19,Unknown
5,"","v good",2026-05-19,18.7.1
5,"","best for training 😉 I am a beginner and doing amazing with groww. Thankyou for such an awesome aap for Market 🙏",2026-05-19,Unknown
4,"","amazing amazing easy step by grow",2026-05-19,18.9.0
5,"","Overall good work.",2026-05-19,18.1.1
5,"","good aap",2026-05-19,18.9.0
5,"","Nice app",2026-05-19,18.9.0
5,"","easy to understand",2026-05-19,18.9.0
5,"","good and friendly interface",2026-05-19,18.9.0
5,"","very nice platfrom",2026-05-19,18.9.0
5,"","the Best",2026-05-19,18.9.0
5,"","bahut acha",2026-05-19,18.9.0
3,"","Daily updates are not good.",2026-05-19,18.9.0
5,"","This is the best broker ever I have seen",2026-05-19,18.9.0
5,"","good btw",2026-05-19,18.9.0
5,"","user friendly app",2026-05-19,18.9.0
5,"","good",2026-05-19,18.9.0
5,"","very nice",2026-05-19,18.9.0
5,"","good app",2026-05-19,18.9.0
4,"","good app",2026-05-19,18.8.1
5,"","very nice",2026-05-19,18.9.0
5,"","good 👍",2026-05-19,18.9.0
5,"","perfect",2026-05-19,18.9.0
5,"","Dear Groww Team, It’s appreciated that you regularly bring updates and improvements to the app. However, in the recent update, the size of the Nifty 50 and Sensex view options have been reduced. Kindly make those buttons/options slightly bigger and easier to click, as they are important features that users access frequently. A larger and more visible touch area would improve the overall user experience. Thank you.",2026-05-19,18.9.0
5,"","wonderful experience..",2026-05-19,18.9.0
1,"","Very bad app, a lot of money is charged, no refund",2026-05-19,18.9.0
4,"","good",2026-05-19,18.0.0
5,"","good",2026-05-19,18.9.0
5,"","very good",2026-05-19,18.9.0
5,"","good App",2026-05-19,18.8.1
5,"","mast",2026-05-19,18.9.0
5,"","amazing",2026-05-19,18.8.1
5,"","I don't know, I'm first time here n I'm satisfied",2026-05-19,18.9.0
5,"","very good",2026-05-19,18.9.0
5,"","until now good",2026-05-19,18.9.0
5,"","okay",2026-05-19,18.9.0
5,"","good experience with this selling buying was too simple and it's good application for beginners to start investing today",2026-05-19,18.9.0
5,"","thank you",2026-05-19,18.1.1
5,"","nice app",2026-05-18,18.9.0
5,"","liked it",2026-05-18,Unknown
5,"","VERRY GOOD AND EASY USE",2026-05-18,18.9.0
5,"","it's very easy to use",2026-05-18,18.7.1
5,"","super",2026-05-18,Unknown
5,"","very good",2026-05-18,18.9.0
4,"","nice 👍🏻",2026-05-18,18.8.1
1,"","thrid class credit app and process fees to much costly and to much highly interest rate",2026-05-18,18.9.0
3,"","Groww customer call service is pathetic nobody is take your query calls and there is a an issue as well in this application because unable to raise 2 or more query tickets. It shows ticket raised but the actual ticket is not showed anywhere in this application.",2026-05-18,18.9.0
5,"","💯",2026-05-18,18.8.1
1,"","Very poor experience with Groww commodity trading. Chart candles lag and don’t match actual market price, leading to wrong entries. I placed trades based on support/candles, but price had already moved. Even after raising multiple complaints, there is no proper support or resolution. Not reliable for commodity trading.",2026-05-18,18.9.0
1,"","bad",2026-05-18,18.8.1
5,"","good",2026-05-18,Unknown
5,"","good app",2026-05-18,18.8.1
5,"","nice app",2026-05-18,18.9.0
5,"","good app",2026-05-18,18.8.1
5,"","very useful easy to use",2026-05-18,18.9.0
1,"","I didn't receive my money yet. I checked my bank statement and everything. I tired to contact support team and everyone is saying wait 48 hrs since 6 may and today is 18 may. And my money is invested in Mutual fund they are saying we sent money. I tired everything I didn't receive my funds...",2026-05-18,Unknown
5,"","nise",2026-05-18,18.9.0
5,"","very good 👍",2026-05-18,18.8.1
5,"","excellent",2026-05-18,18.9.0
4,"","good app for investing",2026-05-18,18.9.0
5,"","good",2026-05-18,18.7.1
5,"","Groww is one of the best trading and investing apps I’ve used. The interface is clean, beginner-friendly, and very smooth to navigate. Opening stocks, mutual funds, SIPs, and even F&O trading is simple and fast. I also like how transparent the app feels with charges and portfolio tracking. Customer support and updates have improved a lot too. Great app for both beginners and experienced investors. Highly recommended!",2026-05-18,18.9.0
1,"","bhai jab market movement jayda hoti hei tabhi grow app stop ho jata hei why? phir hata ke wapas open karna padta hei app ko",2026-05-18,Unknown
5,"","good",2026-05-18,18.9.0
5,"","acha apps hai",2026-05-18,Unknown
5,"","that's Good",2026-05-18,18.9.0
4,"","add a way to check the overlap between various funds in some comparison section and allow large number of funds to be compared simultaneously. this is a very basic thing.",2026-05-18,18.9.0
3,"","Good",2026-05-18,18.7.1
5,"","great",2026-05-18,18.8.1
5,"","easy",2026-05-18,18.9.0
1,"","I am facing significant difficulties in correcting my name on my Groww account. Even the customer support representatives are giving conflicting information—telling me to fill out a form and mail it to their office, and stating that the name change process will take 10 to 15 days. I earnestly request Groww to introduce an online option for name changes so that users do not have to go through such hassle. I also hold an account with Angle One, where my name was successfully updated online 1 hour",2026-05-18,18.9.0
4,"","good",2026-05-18,18.9.0
5,"","good",2026-05-18,18.9.0
5,"","Good 👍",2026-05-18,18.9.0
5,"","nice you",2026-05-18,18.9.0
5,"","very nice",2026-05-18,18.6.1
5,"","nice",2026-05-18,18.8.1
5,"","good",2026-05-18,18.9.0
4,"","gud.",2026-05-18,18.9.0
1,"","This is app is now a big fraud manipulated Application please delete guys this is cheater",2026-05-18,18.9.0
5,"","good",2026-05-18,18.9.0
5,"","good app",2026-05-18,Unknown
5,"","good 👍",2026-05-18,18.8.1
1,"","worst platform ever to trade and worst customer service lots of glitches and order doesn't execute on time",2026-05-18,18.9.0
5,"","very good",2026-05-18,18.9.0
4,"","nice",2026-05-18,18.9.0
2,"","slow apps chalta hai",2026-05-18,18.9.0
1,"","har 2 din me update upar se interface bhi bekar aur brokerage charge bhi bahut jyada 😕",2026-05-18,18.7.1
5,"","Most promising.Wishing the best of fund industry.",2026-05-18,18.9.0
5,"","good",2026-05-18,18.7.1
5,"","amazing app.",2026-05-18,18.9.0
5,"","nice",2026-05-18,18.9.0
5,"","not interested in this app",2026-05-18,Unknown
5,"","gud",2026-05-18,18.9.0
5,"","very easy app",2026-05-18,18.9.0
5,"","Best",2026-05-18,18.5.0
5,"","let's grow up",2026-05-18,18.9.0
5,"","easy to trade and understand",2026-05-18,18.8.1
1,"","The worst app is hanging up when the index gets up or downwards.",2026-05-18,18.9.0
4,"","best beginners app",2026-05-18,18.8.1
5,"","all process good",2026-05-18,18.9.0
5,"","awesome",2026-05-18,18.9.0
5,"","easy use, no withdraw issue, instant deposit, easy searc hand find out, also get your profit loss report.",2026-05-18,18.9.0
5,"","good",2026-05-18,18.9.0
5,"","perfect 👌",2026-05-18,18.9.0
5,"","nice groww",2026-05-18,18.9.0
1,"","very bad app for trading",2026-05-18,18.9.0
5,"","good",2026-05-18,18.9.0
4,"","good",2026-05-18,18.9.0
5,"","good app",2026-05-18,18.9.0
1,"","the most pathetic website for novices like me...they keep on refunding my money saying that the stock price is more even though I have added money into my account for this purpose...I also am unable to sell my shares becos none of their agents respond to my chat queries..they close the chat even though I say I am not satisfied...I don't know how to get out of this....cheee",2026-05-18,18.9.0
5,"","good",2026-05-18,18.9.0
5,"","Superb Service",2026-05-18,18.9.0
5,"","good",2026-05-18,18.9.0
5,"","good",2026-05-18,Unknown
1,"","very bad experience hang so much",2026-05-18,18.9.0
2,"","app is good , much better than other up.But today it makes me disappointed, I saw the news section, a good news that was just 8minutes ago,so I bought in bulk. But in the news section of the stock , it was the same news but 8 hours ago. at one place in news section u are mentioning 8minutes and at other place in that stock news section 8 hours ago news. any one will buy that they got news early, hoping the stock price will go up.but u come to know that, stock has already rallied due to news ,😞.",2026-05-18,Unknown
5,"","great 👍",2026-05-18,18.9.0
3,"","groww wale ke thoda Thoda khujli hota hai sayed. financial performance mein itna faltu update kiya bar bar click korke price check karna padta hai. simple ko kese complicated kar rehi ho. Apne jo revenue or profit ka graph diya hai uske upar amount likh do sehi ho jeyega. nehi to no1 se no5 ane mein der nehi lagega",2026-05-18,Unknown
5,"","excellent Groww",2026-05-18,18.9.0
5,"","nice apps",2026-05-18,18.9.0
5,"","nice",2026-05-18,18.9.0
5,"","how do I change mobile number i lost my phone or sim card no access old account",2026-05-18,Unknown
1,"","bad",2026-05-18,Unknown
5,"","Reliable and best",2026-05-18,18.9.0
5,"","good experience ❤️",2026-05-18,18.9.0
5,"","good",2026-05-18,18.9.0
5,"","good",2026-05-18,18.9.0
5,"","good",2026-05-18,18.9.0
4,"","nice trading flatform",2026-05-18,18.9.0
5,"","good",2026-05-18,18.9.0
1,"","ALERT notification not working. other notification coming in groww but not alerts it's enabled in setting but not coming it's happening again",2026-05-18,18.9.0
5,"","what is very good 👍",2026-05-18,18.5.0
1,"","because of hidden charges 😭",2026-05-18,17.40
5,"","good",2026-05-18,18.8.1
5,"","supar",2026-05-18,18.9.0
5,"","Nice App",2026-05-18,18.7.1
5,"","good apps",2026-05-18,18.8.1
5,"","best app",2026-05-18,18.9.0
5,"","super",2026-05-18,18.9.0
5,"","user friendly",2026-05-18,18.9.0
5,"","amazing 😍😍 hai",2026-05-18,16.96
5,"","good💯",2026-05-18,18.9.0
5,"","good",2026-05-18,18.9.0
5,"","good",2026-05-18,18.6.1
3,"","good",2026-05-18,Unknown
1,"","very very very very worst app and platform.",2026-05-18,18.9.0
4,"","Good App grow my use aftar four year but charges thoda kum katna chahiye",2026-05-18,18.9.0
5,"","Good 😍💯",2026-05-18,18.9.0
5,"","very good",2026-05-18,18.9.0
5,"","I began my investment journey through this app. It has been an year, and there was no problem. it's user friendly and the AI customer service solves your basic understanding too.",2026-05-18,18.7.1
3,"","👍",2026-05-18,18.9.0
5,"","nice",2026-05-18,18.9.0
1,"","Groww UI is good and simple for new users. The app has introduced many updated features over time. However, I am giving 1 star because of poor customer support. Whenever you raise a ticket, customer support asks for the same information again and again. Repeating details 2–3 times is understandable, but asking for the same information 5+ times is frustrating. Additionally, representatives often do not answer the actual questions and instead provide random or irrelevant responses.",2026-05-18,18.9.0
5,"","osm",2026-05-18,18.9.0
5,"","easy to understand and trade",2026-05-18,18.9.0
5,"","good",2026-05-18,18.9.0
5,"","good",2026-05-18,18.9.0
4,"","sahi",2026-05-18,18.9.0
5,"","best of world app",2026-05-18,18.6.1
5,"","fantastic",2026-05-18,18.8.1
3,"","customer sport not Good but app is ok and his brokerage is highly then other app",2026-05-18,18.7.1
5,"","good",2026-05-18,18.9.0
5,"","great app",2026-05-18,18.9.0
5,"","Nice 👍",2026-05-18,18.9.0
4,"","Easy to access",2026-05-18,18.9.0
5,"","good 👍",2026-05-18,18.9.0
1,"","worst app, download of statements will take much time,still not downloading.better zerodha than this.still not downloading statements and the data is not updated of fundamentals of company always fixed",2026-05-18,Unknown
